parent stop id;nr of child stop facilities
gtfs_tw_v5_THB293432;1
gtfs_tw_v5_THB293433;1
gtfs_tw_v5_THB293434;1
gtfs_tw_v5_THB293435;1
gtfs_tw_v5_THB293436;1
gtfs_tw_v5_THB293437;1
gtfs_tw_v5_THB293438;1
gtfs_tw_v5_THB293439;1
gtfs_tw_v5_THB293440;1
gtfs_tw_v5_THB293441;1
gtfs_tw_v5_THB293443;1
gtfs_tw_v5_THB293444;1
gtfs_tw_v5_THB293445;1
gtfs_tw_v5_THB293446;1
gtfs_tw_v5_THB293447;1
gtfs_tw_v5_THB293448;1
gtfs_tw_v5_THB293449;1
gtfs_tw_v5_THB293452;1
gtfs_tw_v5_THB293453;1
gtfs_tw_v5_THB293460;1
gtfs_tw_v5_THB293461;1
gtfs_tw_v5_THB293462;1
gtfs_tw_v5_THB293466;1
gtfs_tw_v5_THB293467;1
gtfs_tw_v5_THB293470;1
gtfs_tw_v5_THB293471;1
gtfs_tw_v5_THB293502;1
gtfs_tw_v5_THB293503;1
gtfs_tw_v5_THB293504;1
gtfs_tw_v5_THB293505;1
gtfs_tw_v5_THB293506;1
gtfs_tw_v5_THB293507;1
gtfs_tw_v5_THB293508;1
gtfs_tw_v5_THB293509;1
gtfs_tw_v5_THB293514;1
gtfs_tw_v5_THB293516;1
gtfs_tw_v5_THB293517;1
gtfs_tw_v5_THB293518;1
gtfs_tw_v5_THB293519;1
gtfs_tw_v5_THB293520;1
gtfs_tw_v5_THB293521;1
gtfs_tw_v5_THB293522;1
gtfs_tw_v5_THB293523;1
gtfs_tw_v5_THB293524;1
gtfs_tw_v5_THB293526;1
gtfs_tw_v5_THB293527;1
gtfs_tw_v5_THB293534;1
gtfs_tw_v5_THB293536;1
gtfs_tw_v5_THB293537;1
gtfs_tw_v5_THB293538;1
gtfs_tw_v5_THB293539;1
gtfs_tw_v5_THB293541;1
gtfs_tw_v5_THB293542;1
gtfs_tw_v5_THB293550;1
gtfs_tw_v5_THB293551;1
gtfs_tw_v5_THB293552;1
gtfs_tw_v5_THB293553;1
gtfs_tw_v5_THB293554;1
gtfs_tw_v5_THB293572;1
gtfs_tw_v5_THB293573;1
gtfs_tw_v5_THB293577;1
gtfs_tw_v5_THB293578;1
gtfs_tw_v5_THB293579;1
gtfs_tw_v5_THB293580;1
gtfs_tw_v5_THB293581;1
gtfs_tw_v5_THB293582;1
gtfs_tw_v5_THB293583;1
gtfs_tw_v5_THB293586;1
gtfs_tw_v5_THB293588;1
gtfs_tw_v5_THB293589;1
gtfs_tw_v5_THB293591;1
gtfs_tw_v5_THB293592;1
gtfs_tw_v5_THB293593;1
gtfs_tw_v5_THB293595;1
gtfs_tw_v5_THB293596;1
gtfs_tw_v5_THB293598;1
gtfs_tw_v5_THB293600;1
gtfs_tw_v5_THB293601;1
gtfs_tw_v5_THB293602;1
gtfs_tw_v5_THB293604;1
gtfs_tw_v5_THB293605;1
gtfs_tw_v5_THB293606;1
gtfs_tw_v5_THB293607;1
gtfs_tw_v5_THB293608;1
gtfs_tw_v5_THB293609;1
gtfs_tw_v5_THB293611;1
gtfs_tw_v5_THB293613;1
gtfs_tw_v5_THB293614;1
gtfs_tw_v5_THB293617;1
gtfs_tw_v5_THB293618;1
gtfs_tw_v5_THB293619;1
gtfs_tw_v5_THB293620;1
gtfs_tw_v5_THB293635;1
gtfs_tw_v5_THB293640;1
gtfs_tw_v5_THB293641;1
gtfs_tw_v5_THB293730;1
gtfs_tw_v5_THB293731;1
gtfs_tw_v5_THB293732;1
gtfs_tw_v5_THB293733;1
gtfs_tw_v5_THB293734;1
gtfs_tw_v5_THB293735;1
gtfs_tw_v5_THB293736;1
gtfs_tw_v5_THB293737;1
gtfs_tw_v5_THB293738;1
gtfs_tw_v5_THB293739;1
gtfs_tw_v5_THB293740;1
gtfs_tw_v5_THB293741;1
gtfs_tw_v5_THB293742;1
gtfs_tw_v5_THB293743;1
gtfs_tw_v5_THB293744;1
gtfs_tw_v5_THB293745;1
gtfs_tw_v5_THB293746;1
gtfs_tw_v5_THB293747;1
gtfs_tw_v5_THB293748;1
gtfs_tw_v5_THB293749;1
gtfs_tw_v5_THB293750;1
gtfs_tw_v5_THB293751;1
gtfs_tw_v5_THB293752;1
gtfs_tw_v5_THB293753;1
gtfs_tw_v5_THB293754;1
gtfs_tw_v5_THB293755;1
gtfs_tw_v5_THB293756;1
gtfs_tw_v5_THB293757;1
gtfs_tw_v5_THB293758;1
gtfs_tw_v5_THB293759;1
gtfs_tw_v5_THB293760;1
gtfs_tw_v5_THB293762;1
gtfs_tw_v5_THB293767;1
gtfs_tw_v5_THB293768;1
gtfs_tw_v5_THB293769;1
gtfs_tw_v5_THB293770;1
gtfs_tw_v5_THB293773;1
gtfs_tw_v5_THB293774;1
gtfs_tw_v5_THB293795;1
gtfs_tw_v5_THB293796;1
gtfs_tw_v5_THB293797;1
gtfs_tw_v5_THB293800;1
gtfs_tw_v5_THB293801;1
gtfs_tw_v5_THB293803;1
gtfs_tw_v5_THB293804;1
gtfs_tw_v5_THB293805;1
gtfs_tw_v5_THB293806;1
gtfs_tw_v5_THB293808;1
gtfs_tw_v5_THB293809;1
gtfs_tw_v5_THB293810;1
gtfs_tw_v5_THB293811;1
gtfs_tw_v5_THB293812;1
gtfs_tw_v5_THB293813;1
gtfs_tw_v5_THB293814;1
gtfs_tw_v5_THB293815;1
gtfs_tw_v5_THB293816;1
gtfs_tw_v5_THB293817;1
gtfs_tw_v5_THB293822;1
gtfs_tw_v5_THB293823;1
gtfs_tw_v5_THB293824;1
gtfs_tw_v5_THB293825;1
gtfs_tw_v5_THB293826;1
gtfs_tw_v5_THB293828;1
gtfs_tw_v5_THB293829;1
gtfs_tw_v5_THB293830;1
gtfs_tw_v5_THB293831;1
gtfs_tw_v5_THB293832;1
gtfs_tw_v5_THB293833;1
gtfs_tw_v5_THB293834;1
gtfs_tw_v5_THB293838;1
gtfs_tw_v5_THB293839;1
gtfs_tw_v5_THB293847;1
gtfs_tw_v5_THB293849;1
gtfs_tw_v5_THB293851;1
gtfs_tw_v5_THB293864;1
gtfs_tw_v5_THB293865;1
gtfs_tw_v5_THB293866;1
gtfs_tw_v5_THB293867;1
gtfs_tw_v5_THB293868;1
gtfs_tw_v5_THB293869;1
gtfs_tw_v5_THB293870;1
gtfs_tw_v5_THB293871;1
gtfs_tw_v5_THB293879;1
gtfs_tw_v5_THB293883;1
gtfs_tw_v5_THB293886;1
gtfs_tw_v5_THB293888;1
gtfs_tw_v5_THB293889;1
gtfs_tw_v5_THB293890;1
gtfs_tw_v5_THB293891;1
gtfs_tw_v5_THB293897;1
gtfs_tw_v5_THB293898;1
gtfs_tw_v5_THB293899;1
gtfs_tw_v5_THB293910;1
gtfs_tw_v5_THB293911;1
gtfs_tw_v5_THB293912;1
gtfs_tw_v5_THB293913;1
gtfs_tw_v5_THB293914;1
gtfs_tw_v5_THB293916;1
gtfs_tw_v5_THB293917;1
gtfs_tw_v5_THB293918;1
gtfs_tw_v5_THB293920;1
gtfs_tw_v5_THB293930;1
gtfs_tw_v5_THB293931;1
gtfs_tw_v5_THB293933;1
gtfs_tw_v5_THB293934;1
gtfs_tw_v5_THB293935;1
gtfs_tw_v5_THB293936;1
gtfs_tw_v5_THB293937;1
gtfs_tw_v5_THB293938;1
gtfs_tw_v5_THB293939;1
gtfs_tw_v5_THB293940;1
gtfs_tw_v5_THB293941;1
gtfs_tw_v5_THB293942;1
gtfs_tw_v5_THB293943;1
gtfs_tw_v5_THB293944;1
gtfs_tw_v5_THB293945;1
gtfs_tw_v5_THB293946;1
gtfs_tw_v5_THB293951;1
gtfs_tw_v5_THB293957;1
gtfs_tw_v5_THB293959;1
gtfs_tw_v5_THB293970;1
gtfs_tw_v5_THB293974;1
gtfs_tw_v5_THB293975;1
gtfs_tw_v5_THB293978;1
gtfs_tw_v5_THB293988;1
gtfs_tw_v5_THB293990;1
gtfs_tw_v5_THB293998;1
gtfs_tw_v5_THB294000;1
gtfs_tw_v5_THB294007;1
gtfs_tw_v5_THB294008;1
gtfs_tw_v5_THB294009;1
gtfs_tw_v5_THB294010;1
gtfs_tw_v5_THB294011;1
gtfs_tw_v5_THB294012;1
gtfs_tw_v5_THB294020;1
gtfs_tw_v5_THB294022;1
gtfs_tw_v5_THB294026;1
gtfs_tw_v5_THB294035;1
gtfs_tw_v5_THB294037;1
gtfs_tw_v5_THB294038;1
gtfs_tw_v5_THB294039;1
gtfs_tw_v5_THB294042;1
gtfs_tw_v5_THB294043;1
gtfs_tw_v5_THB294050;1
gtfs_tw_v5_THB294051;1
gtfs_tw_v5_THB294052;1
gtfs_tw_v5_THB294060;1
gtfs_tw_v5_THB294061;1
gtfs_tw_v5_THB294062;1
gtfs_tw_v5_THB294066;1
gtfs_tw_v5_THB294067;1
gtfs_tw_v5_THB294069;1
gtfs_tw_v5_THB294070;1
gtfs_tw_v5_THB294072;1
gtfs_tw_v5_THB294073;1
gtfs_tw_v5_THB294074;1
gtfs_tw_v5_THB294075;1
gtfs_tw_v5_THB294076;1
gtfs_tw_v5_THB294077;1
gtfs_tw_v5_THB294078;1
gtfs_tw_v5_THB294079;1
gtfs_tw_v5_THB294080;1
gtfs_tw_v5_THB294082;1
gtfs_tw_v5_THB294084;1
gtfs_tw_v5_THB294085;1
gtfs_tw_v5_THB294089;1
gtfs_tw_v5_THB294092;1
gtfs_tw_v5_THB294100;1
gtfs_tw_v5_THB294101;1
gtfs_tw_v5_THB294105;1
gtfs_tw_v5_THB294106;1
gtfs_tw_v5_THB294107;1
gtfs_tw_v5_THB294108;1
gtfs_tw_v5_THB294109;1
gtfs_tw_v5_THB294111;1
gtfs_tw_v5_THB294112;1
gtfs_tw_v5_THB294113;1
gtfs_tw_v5_THB294114;1
gtfs_tw_v5_THB294116;1
gtfs_tw_v5_THB294119;1
gtfs_tw_v5_THB294120;1
gtfs_tw_v5_THB294131;1
gtfs_tw_v5_THB294132;1
gtfs_tw_v5_THB294133;1
gtfs_tw_v5_THB294136;1
gtfs_tw_v5_THB294137;1
gtfs_tw_v5_THB294138;1
gtfs_tw_v5_THB294139;1
gtfs_tw_v5_THB294140;1
gtfs_tw_v5_THB294142;1
gtfs_tw_v5_THB294143;1
gtfs_tw_v5_THB294147;1
gtfs_tw_v5_THB294148;1
gtfs_tw_v5_THB294183;1
gtfs_tw_v5_THB294184;1
gtfs_tw_v5_THB294185;1
gtfs_tw_v5_THB294186;1
gtfs_tw_v5_THB294197;1
gtfs_tw_v5_THB294198;1
gtfs_tw_v5_THB294199;1
gtfs_tw_v5_THB294200;1
gtfs_tw_v5_THB294202;1
gtfs_tw_v5_THB294203;1
gtfs_tw_v5_THB294208;1
gtfs_tw_v5_THB294209;1
gtfs_tw_v5_THB294213;1
gtfs_tw_v5_THB294217;1
gtfs_tw_v5_THB294218;1
gtfs_tw_v5_THB294219;1
gtfs_tw_v5_THB294220;1
gtfs_tw_v5_THB294221;1
gtfs_tw_v5_THB294222;1
gtfs_tw_v5_THB294223;1
gtfs_tw_v5_THB294225;1
gtfs_tw_v5_THB294227;1
gtfs_tw_v5_THB294229;1
gtfs_tw_v5_THB294230;1
gtfs_tw_v5_THB294231;1
gtfs_tw_v5_THB294232;1
gtfs_tw_v5_THB294251;1
gtfs_tw_v5_THB294253;1
gtfs_tw_v5_THB294254;1
gtfs_tw_v5_THB294256;1
gtfs_tw_v5_THB294257;1
gtfs_tw_v5_THB294258;1
gtfs_tw_v5_THB294259;1
gtfs_tw_v5_THB294261;1
gtfs_tw_v5_THB294262;1
gtfs_tw_v5_THB294263;1
gtfs_tw_v5_THB294264;1
gtfs_tw_v5_THB294265;1
gtfs_tw_v5_THB294266;1
gtfs_tw_v5_THB294287;1
gtfs_tw_v5_THB294288;1
gtfs_tw_v5_THB294289;1
gtfs_tw_v5_THB294290;1
gtfs_tw_v5_THB294291;1
gtfs_tw_v5_THB294293;1
gtfs_tw_v5_THB294294;1
gtfs_tw_v5_THB294295;1
gtfs_tw_v5_THB294307;1
gtfs_tw_v5_THB294326;1
gtfs_tw_v5_THB294327;1
gtfs_tw_v5_THB294328;1
gtfs_tw_v5_THB294330;1
gtfs_tw_v5_THB294332;1
gtfs_tw_v5_THB294333;1
gtfs_tw_v5_THB294334;1
gtfs_tw_v5_THB294335;1
gtfs_tw_v5_THB294336;1
gtfs_tw_v5_THB294338;1
gtfs_tw_v5_THB294340;1
gtfs_tw_v5_THB294341;1
gtfs_tw_v5_THB294342;1
gtfs_tw_v5_THB294343;1
gtfs_tw_v5_THB294344;1
gtfs_tw_v5_THB294346;1
gtfs_tw_v5_THB294348;1
gtfs_tw_v5_THB294350;1
gtfs_tw_v5_THB294351;1
gtfs_tw_v5_THB294352;1
gtfs_tw_v5_THB294353;1
gtfs_tw_v5_THB294356;1
gtfs_tw_v5_THB294357;1
gtfs_tw_v5_THB294358;1
gtfs_tw_v5_THB294359;1
gtfs_tw_v5_THB294362;1
gtfs_tw_v5_THB294363;1
gtfs_tw_v5_THB294364;1
gtfs_tw_v5_THB294365;1
gtfs_tw_v5_THB294366;1
gtfs_tw_v5_THB294367;1
gtfs_tw_v5_THB294373;1
gtfs_tw_v5_THB294377;1
gtfs_tw_v5_THB294380;1
gtfs_tw_v5_THB294381;1
gtfs_tw_v5_THB294430;1
gtfs_tw_v5_THB294431;1
gtfs_tw_v5_THB294438;1
gtfs_tw_v5_THB294439;1
gtfs_tw_v5_THB294440;1
gtfs_tw_v5_THB294441;1
gtfs_tw_v5_THB294442;1
gtfs_tw_v5_THB294443;1
gtfs_tw_v5_THB294445;1
gtfs_tw_v5_THB294446;1
gtfs_tw_v5_THB294447;1
gtfs_tw_v5_THB294450;1
gtfs_tw_v5_THB294451;1
gtfs_tw_v5_THB294452;1
gtfs_tw_v5_THB294453;1
gtfs_tw_v5_THB294454;1
gtfs_tw_v5_THB294456;1
gtfs_tw_v5_THB294457;1
gtfs_tw_v5_THB294458;1
gtfs_tw_v5_THB294459;1
gtfs_tw_v5_THB294460;1
gtfs_tw_v5_THB294461;1
gtfs_tw_v5_THB294462;1
gtfs_tw_v5_THB294463;1
gtfs_tw_v5_THB294464;1
gtfs_tw_v5_THB294465;1
gtfs_tw_v5_THB294466;1
gtfs_tw_v5_THB294467;1
gtfs_tw_v5_THB294468;1
gtfs_tw_v5_THB294469;1
gtfs_tw_v5_THB294470;1
gtfs_tw_v5_THB294471;1
gtfs_tw_v5_THB294475;1
gtfs_tw_v5_THB294520;1
gtfs_tw_v5_THB294524;1
gtfs_tw_v5_THB294527;1
gtfs_tw_v5_THB294530;1
gtfs_tw_v5_THB294534;1
gtfs_tw_v5_THB294540;1
gtfs_tw_v5_THB294541;1
gtfs_tw_v5_THB294544;1
gtfs_tw_v5_THB294630;1
gtfs_tw_v5_THB294631;1
gtfs_tw_v5_THB294632;1
gtfs_tw_v5_THB294635;1
gtfs_tw_v5_THB294637;1
gtfs_tw_v5_THB294652;1
gtfs_tw_v5_THB294655;1
gtfs_tw_v5_THB294656;1
gtfs_tw_v5_THB294657;1
gtfs_tw_v5_THB294664;1
gtfs_tw_v5_THB294670;1
gtfs_tw_v5_THB294697;1
gtfs_tw_v5_THB294698;1
gtfs_tw_v5_THB294707;1
gtfs_tw_v5_THB294711;1
gtfs_tw_v5_THB294712;1
gtfs_tw_v5_THB294713;1
gtfs_tw_v5_THB294715;1
gtfs_tw_v5_THB294716;1
gtfs_tw_v5_THB294717;1
gtfs_tw_v5_THB294724;1
gtfs_tw_v5_THB294725;1
gtfs_tw_v5_THB294728;1
gtfs_tw_v5_THB294729;1
gtfs_tw_v5_THB294732;1
gtfs_tw_v5_THB294733;1
gtfs_tw_v5_THB294734;1
gtfs_tw_v5_THB294735;1
gtfs_tw_v5_THB294736;1
gtfs_tw_v5_THB294737;1
gtfs_tw_v5_THB294738;1
gtfs_tw_v5_THB294739;1
gtfs_tw_v5_THB294743;1
gtfs_tw_v5_THB294798;1
gtfs_tw_v5_THB294799;1
gtfs_tw_v5_THB294800;1
gtfs_tw_v5_THB294801;1
gtfs_tw_v5_THB294802;1
gtfs_tw_v5_THB294803;1
gtfs_tw_v5_THB294804;1
gtfs_tw_v5_THB294805;1
gtfs_tw_v5_THB294806;1
gtfs_tw_v5_THB294807;1
gtfs_tw_v5_THB294808;1
gtfs_tw_v5_THB294809;1
gtfs_tw_v5_THB294810;1
gtfs_tw_v5_THB294811;1
gtfs_tw_v5_THB294812;1
gtfs_tw_v5_THB294813;1
gtfs_tw_v5_THB294814;1
gtfs_tw_v5_THB294815;1
gtfs_tw_v5_THB294816;1
gtfs_tw_v5_THB294817;1
gtfs_tw_v5_THB294818;1
gtfs_tw_v5_THB294819;1
gtfs_tw_v5_THB294820;1
gtfs_tw_v5_THB294821;1
gtfs_tw_v5_THB294822;1
gtfs_tw_v5_THB294823;1
gtfs_tw_v5_THB294824;1
gtfs_tw_v5_THB294825;1
gtfs_tw_v5_THB294826;1
gtfs_tw_v5_THB294827;1
gtfs_tw_v5_THB294828;1
gtfs_tw_v5_THB294829;1
gtfs_tw_v5_THB294830;1
gtfs_tw_v5_THB294831;1
gtfs_tw_v5_THB294832;1
gtfs_tw_v5_THB294833;1
gtfs_tw_v5_THB294834;1
gtfs_tw_v5_THB294835;1
gtfs_tw_v5_THB294836;1
gtfs_tw_v5_THB294837;1
gtfs_tw_v5_THB294838;1
gtfs_tw_v5_THB294839;1
gtfs_tw_v5_THB294840;1
gtfs_tw_v5_THB294841;1
gtfs_tw_v5_THB294842;1
gtfs_tw_v5_THB294844;1
gtfs_tw_v5_THB294845;1
gtfs_tw_v5_THB294846;1
gtfs_tw_v5_THB294847;1
gtfs_tw_v5_THB294848;1
gtfs_tw_v5_THB294849;1
gtfs_tw_v5_THB294850;1
gtfs_tw_v5_THB294851;1
gtfs_tw_v5_THB294852;1
gtfs_tw_v5_THB294853;1
gtfs_tw_v5_THB294854;1
gtfs_tw_v5_THB294855;1
gtfs_tw_v5_THB294856;1
gtfs_tw_v5_THB294857;1
gtfs_tw_v5_THB294858;1
gtfs_tw_v5_THB294859;1
gtfs_tw_v5_THB294860;1
gtfs_tw_v5_THB294861;1
gtfs_tw_v5_THB294862;1
gtfs_tw_v5_THB294863;1
gtfs_tw_v5_THB294864;1
gtfs_tw_v5_THB294865;1
gtfs_tw_v5_THB294866;1
gtfs_tw_v5_THB294867;1
gtfs_tw_v5_THB294868;1
gtfs_tw_v5_THB294869;1
gtfs_tw_v5_THB294870;1
gtfs_tw_v5_THB294871;1
gtfs_tw_v5_THB294872;1
gtfs_tw_v5_THB294873;1
gtfs_tw_v5_THB294874;1
gtfs_tw_v5_THB294875;1
gtfs_tw_v5_THB294876;1
gtfs_tw_v5_THB294877;1
gtfs_tw_v5_THB294878;1
gtfs_tw_v5_THB294879;1
gtfs_tw_v5_THB294880;1
gtfs_tw_v5_THB294881;1
gtfs_tw_v5_THB294882;1
gtfs_tw_v5_THB294883;1
gtfs_tw_v5_THB294884;1
gtfs_tw_v5_THB294885;1
gtfs_tw_v5_THB294888;1
gtfs_tw_v5_THB294889;1
gtfs_tw_v5_THB294890;1
gtfs_tw_v5_THB294894;1
gtfs_tw_v5_THB294897;1
gtfs_tw_v5_THB294898;1
gtfs_tw_v5_THB294900;1
gtfs_tw_v5_THB294911;1
gtfs_tw_v5_THB294912;1
gtfs_tw_v5_THB294913;1
gtfs_tw_v5_THB294914;1
gtfs_tw_v5_THB294915;1
gtfs_tw_v5_THB294916;1
gtfs_tw_v5_THB294917;1
gtfs_tw_v5_THB294918;1
gtfs_tw_v5_THB294919;1
gtfs_tw_v5_THB294921;1
gtfs_tw_v5_THB294922;1
gtfs_tw_v5_THB294923;1
gtfs_tw_v5_THB294925;1
gtfs_tw_v5_THB294926;1
gtfs_tw_v5_THB294928;1
gtfs_tw_v5_THB294929;1
gtfs_tw_v5_THB294930;1
gtfs_tw_v5_THB294934;1
gtfs_tw_v5_THB294935;1
gtfs_tw_v5_THB294936;1
gtfs_tw_v5_THB294937;1
gtfs_tw_v5_THB294944;1
gtfs_tw_v5_THB294945;1
gtfs_tw_v5_THB294959;1
gtfs_tw_v5_THB294960;1
gtfs_tw_v5_THB294961;1
gtfs_tw_v5_THB294962;1
gtfs_tw_v5_THB294963;1
gtfs_tw_v5_THB294964;1
gtfs_tw_v5_THB294965;1
gtfs_tw_v5_THB294966;1
gtfs_tw_v5_THB294967;1
gtfs_tw_v5_THB294968;1
gtfs_tw_v5_THB294969;1
gtfs_tw_v5_THB294970;1
gtfs_tw_v5_THB294977;1
gtfs_tw_v5_THB294978;1
gtfs_tw_v5_THB294979;1
gtfs_tw_v5_THB294980;1
gtfs_tw_v5_THB294981;1
gtfs_tw_v5_THB294982;1
gtfs_tw_v5_THB294983;1
gtfs_tw_v5_THB294984;1
gtfs_tw_v5_THB294985;1
gtfs_tw_v5_THB294986;1
gtfs_tw_v5_THB294987;1
gtfs_tw_v5_THB294988;1
gtfs_tw_v5_THB294989;1
gtfs_tw_v5_THB294990;1
gtfs_tw_v5_THB294991;1
gtfs_tw_v5_THB294992;1
gtfs_tw_v5_THB294993;1
gtfs_tw_v5_THB294994;1
gtfs_tw_v5_THB294995;1
gtfs_tw_v5_THB294996;1
gtfs_tw_v5_THB294997;1
gtfs_tw_v5_THB294998;1
gtfs_tw_v5_THB294999;1
gtfs_tw_v5_THB295000;1
gtfs_tw_v5_THB295002;1
gtfs_tw_v5_THB295003;1
gtfs_tw_v5_THB295004;1
gtfs_tw_v5_THB295005;1
gtfs_tw_v5_THB295006;1
gtfs_tw_v5_THB295007;1
gtfs_tw_v5_THB295008;1
gtfs_tw_v5_THB295009;1
gtfs_tw_v5_THB295063;1
gtfs_tw_v5_THB295064;1
gtfs_tw_v5_THB295065;1
gtfs_tw_v5_THB295066;1
gtfs_tw_v5_THB295067;1
gtfs_tw_v5_THB295068;1
gtfs_tw_v5_THB295069;1
gtfs_tw_v5_THB295070;1
gtfs_tw_v5_THB295071;1
gtfs_tw_v5_THB295072;1
gtfs_tw_v5_THB295073;1
gtfs_tw_v5_THB295074;1
gtfs_tw_v5_THB295075;1
gtfs_tw_v5_THB295076;1
gtfs_tw_v5_THB295077;1
gtfs_tw_v5_THB295078;1
gtfs_tw_v5_THB295079;1
gtfs_tw_v5_THB295080;1
gtfs_tw_v5_THB295081;1
gtfs_tw_v5_THB295082;1
gtfs_tw_v5_THB295083;1
gtfs_tw_v5_THB295084;1
gtfs_tw_v5_THB295085;1
gtfs_tw_v5_THB295086;1
gtfs_tw_v5_THB295087;1
gtfs_tw_v5_THB295088;1
gtfs_tw_v5_THB295089;1
gtfs_tw_v5_THB295090;1
gtfs_tw_v5_THB295091;1
gtfs_tw_v5_THB295092;1
gtfs_tw_v5_THB295093;1
gtfs_tw_v5_THB295094;1
gtfs_tw_v5_THB295095;1
gtfs_tw_v5_THB295096;1
gtfs_tw_v5_THB295097;1
gtfs_tw_v5_THB295099;1
gtfs_tw_v5_THB295101;1
gtfs_tw_v5_THB295102;1
gtfs_tw_v5_THB295103;1
gtfs_tw_v5_THB295104;1
gtfs_tw_v5_THB295106;1
gtfs_tw_v5_THB295107;1
gtfs_tw_v5_THB295108;1
gtfs_tw_v5_THB295109;1
gtfs_tw_v5_THB295110;1
gtfs_tw_v5_THB295111;1
gtfs_tw_v5_THB295112;1
gtfs_tw_v5_THB295113;1
gtfs_tw_v5_THB295114;1
gtfs_tw_v5_THB295115;1
gtfs_tw_v5_THB295116;1
gtfs_tw_v5_THB295119;1
gtfs_tw_v5_THB295125;1
gtfs_tw_v5_THB295126;1
gtfs_tw_v5_THB295127;1
gtfs_tw_v5_THB295128;1
gtfs_tw_v5_THB295131;1
gtfs_tw_v5_THB295132;1
gtfs_tw_v5_THB295133;1
gtfs_tw_v5_THB295134;1
gtfs_tw_v5_THB295139;1
gtfs_tw_v5_THB295140;1
gtfs_tw_v5_THB295144;1
gtfs_tw_v5_THB295146;1
gtfs_tw_v5_THB295147;1
gtfs_tw_v5_THB295148;1
gtfs_tw_v5_THB295149;1
gtfs_tw_v5_THB295150;1
gtfs_tw_v5_THB295151;1
gtfs_tw_v5_THB295152;1
gtfs_tw_v5_THB295153;1
gtfs_tw_v5_THB295154;1
gtfs_tw_v5_THB295155;1
gtfs_tw_v5_THB295156;1
gtfs_tw_v5_THB295157;1
gtfs_tw_v5_THB295158;1
gtfs_tw_v5_THB295159;1
gtfs_tw_v5_THB295160;1
gtfs_tw_v5_THB295161;1
gtfs_tw_v5_THB295162;1
gtfs_tw_v5_THB295163;1
gtfs_tw_v5_THB295164;1
gtfs_tw_v5_THB295165;1
gtfs_tw_v5_THB295166;1
gtfs_tw_v5_THB295167;1
gtfs_tw_v5_THB295168;1
gtfs_tw_v5_THB295169;1
gtfs_tw_v5_THB295170;1
gtfs_tw_v5_THB295171;1
gtfs_tw_v5_THB295172;1
gtfs_tw_v5_THB295173;1
gtfs_tw_v5_THB295174;1
gtfs_tw_v5_THB295175;1
gtfs_tw_v5_THB295176;1
gtfs_tw_v5_THB295177;1
gtfs_tw_v5_THB295178;1
gtfs_tw_v5_THB295179;1
gtfs_tw_v5_THB295180;1
gtfs_tw_v5_THB295181;1
gtfs_tw_v5_THB295182;1
gtfs_tw_v5_THB295183;1
gtfs_tw_v5_THB295186;1
gtfs_tw_v5_THB295187;1
gtfs_tw_v5_THB295188;1
gtfs_tw_v5_THB295190;1
gtfs_tw_v5_THB295191;1
gtfs_tw_v5_THB295192;1
gtfs_tw_v5_THB295193;1
gtfs_tw_v5_THB295194;1
gtfs_tw_v5_THB295195;1
gtfs_tw_v5_THB295196;1
gtfs_tw_v5_THB295197;1
gtfs_tw_v5_THB295198;1
gtfs_tw_v5_THB295199;1
gtfs_tw_v5_THB295200;1
gtfs_tw_v5_THB295201;1
gtfs_tw_v5_THB295203;1
gtfs_tw_v5_THB295204;1
gtfs_tw_v5_THB295205;1
gtfs_tw_v5_THB295206;1
gtfs_tw_v5_THB295207;1
gtfs_tw_v5_THB295208;1
gtfs_tw_v5_THB295209;1
gtfs_tw_v5_THB295210;1
gtfs_tw_v5_THB295211;1
gtfs_tw_v5_THB295212;1
gtfs_tw_v5_THB295213;1
gtfs_tw_v5_THB295216;1
gtfs_tw_v5_THB295217;1
gtfs_tw_v5_THB295218;1
gtfs_tw_v5_THB295219;1
gtfs_tw_v5_THB295231;1
gtfs_tw_v5_THB295234;1
gtfs_tw_v5_THB295235;1
gtfs_tw_v5_THB295236;1
gtfs_tw_v5_THB295237;1
gtfs_tw_v5_THB295239;1
gtfs_tw_v5_THB295240;1
gtfs_tw_v5_THB295243;1
gtfs_tw_v5_THB295246;1
gtfs_tw_v5_THB295249;1
gtfs_tw_v5_THB295250;1
gtfs_tw_v5_THB295251;1
gtfs_tw_v5_THB295252;1
gtfs_tw_v5_THB295253;1
gtfs_tw_v5_THB295259;1
gtfs_tw_v5_THB295260;1
gtfs_tw_v5_THB295261;1
gtfs_tw_v5_THB295262;1
gtfs_tw_v5_THB295263;1
gtfs_tw_v5_THB295268;1
gtfs_tw_v5_THB295269;1
gtfs_tw_v5_THB295270;1
gtfs_tw_v5_THB295271;1
gtfs_tw_v5_THB295272;1
gtfs_tw_v5_THB295273;1
gtfs_tw_v5_THB295274;1
gtfs_tw_v5_THB295279;1
gtfs_tw_v5_THB295322;1
gtfs_tw_v5_THB295323;1
gtfs_tw_v5_THB295338;1
gtfs_tw_v5_THB295339;1
gtfs_tw_v5_THB295343;1
gtfs_tw_v5_THB295365;1
gtfs_tw_v5_THB295366;1
gtfs_tw_v5_THB295367;1
gtfs_tw_v5_THB295373;1
gtfs_tw_v5_THB295374;1
gtfs_tw_v5_THB295375;1
gtfs_tw_v5_THB295376;1
