stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
101,R04,信義安和,淡水信義線,25.033015,121.552326,,,1,,Asia/Taipei,1,
R04_UP,R04,信義安和-上行月臺(淡水信義線),淡水信義線,25.033015,121.552326,,,0,101,Asia/Taipei,1,一
R04_DN,R04,信義安和-下行月臺(淡水信義線),淡水信義線,25.033015,121.552326,,,0,101,Asia/Taipei,1,二
R04_Exit 1,R04,1,淡水信義線,25.033377,121.552602,,,2,101,Asia/Taipei,0,
R04_Exit 2,R04,2,淡水信義線,25.033032,121.552332,,,2,101,Asia/Taipei,0,
R04_Exit 2A,R04,2A,淡水信義線,25.032848,121.552582,,,2,101,Asia/Taipei,1,
R04_Exit 3,R04,3,淡水信義線,25.033022,121.553282,,,2,101,Asia/Taipei,0,
R04_Exit 4,R04,4,淡水信義線,25.033022,121.5534,,,2,101,Asia/Taipei,0,
R04_Exit 5,R04,5,淡水信義線,25.033326,121.553526,,,2,101,Asia/Taipei,1,
011,BR09R05,大安,文湖線/淡水信義線,25.033311,121.54237,,,1,,Asia/Taipei,1,
R05_UP,R05,大安-上行月臺(淡水信義線),淡水信義線,25.033311,121.54237,,,0,011,Asia/Taipei,1,一
R05_DN,R05,大安-下行月臺(淡水信義線),淡水信義線,25.033311,121.54237,,,0,011,Asia/Taipei,1,二
BR09_UP,BR09,大安-上行月臺(文湖線),文湖線,25.033311,121.54237,,,0,011,Asia/Taipei,1,一
BR09_DN,BR09,大安-下行月臺(文湖線),文湖線,25.033311,121.54237,,,0,011,Asia/Taipei,1,二
BR09R05 _Exit 1,BR09R05,1,淡水信義線,25.033508,121.541949,,,2,011,Asia/Taipei,0,
BR09R05 _Exit 2,BR09R05,2,淡水信義線,25.033515,121.541826,,,2,011,Asia/Taipei,0,
BR09R05 _Exit 3,BR09R05,3,淡水信義線,25.033241,121.54233,,,2,011,Asia/Taipei,1,
BR09R05 _Exit 4,BR09R05,4,淡水信義線,25.033066,121.544057,,,2,011,Asia/Taipei,1,
BR09R05 _Exit 5,BR09R05,5,淡水信義線,25.032862,121.543719,,,2,011,Asia/Taipei,0,
BR09R05 _Exit 6,BR09R05,6,淡水信義線,25.034006,121.543749,,,2,011,Asia/Taipei,0,
103,R06,大安森林公園,淡水信義線,25.033225,121.536151,,,1,,Asia/Taipei,1,
R06_UP,R06,大安森林公園-上行月臺(淡水信義線),淡水信義線,25.033225,121.536151,,,0,103,Asia/Taipei,1,一
R06_DN,R06,大安森林公園-下行月臺(淡水信義線),淡水信義線,25.033225,121.536151,,,0,103,Asia/Taipei,1,二
R06_Exit 1,R06,1,淡水信義線,25.033693,121.534442,,,2,103,Asia/Taipei,0,
R06_Exit 2,R06,2,淡水信義線,25.033391,121.534487,,,2,103,Asia/Taipei,0,
R06_Exit 3,R06,3,淡水信義線,25.033396,121.534882,,,2,103,Asia/Taipei,0,
R06_Exit 4,R06,4,淡水信義線,25.033391,121.535292,,,2,103,Asia/Taipei,1,
R06_Exit 5,R06,5,淡水信義線,25.033369,121.535989,,,2,103,Asia/Taipei,1,
R06_Exit 6,R06,6,淡水信義線,25.033654,121.535952,,,2,103,Asia/Taipei,1,
050,R09,台大醫院,淡水信義線,25.041399,121.51602,,,1,,Asia/Taipei,1,
R09_UP,R09,台大醫院-上行月臺(淡水信義線),淡水信義線,25.041399,121.51602,,,0,050,Asia/Taipei,1,一
R09_DN,R09,台大醫院-下行月臺(淡水信義線),淡水信義線,25.041399,121.51602,,,0,050,Asia/Taipei,1,二
R09_Exit 1,R09,1,淡水信義線,25.040913,121.515731,,,2,050,Asia/Taipei,0,
R09_Exit 2,R09,2,淡水信義線,25.041224,121.516589,,,2,050,Asia/Taipei,1,
R09_Exit 3,R09,3,淡水信義線,25.042808,121.516632,,,2,050,Asia/Taipei,0,
R09_Exit 4,R09,4,淡水信義線,25.042876,121.516299,,,2,050,Asia/Taipei,0,
054,R12,雙連,淡水信義線,25.057575,121.520685,,,1,,Asia/Taipei,1,
R12_UP,R12,雙連-上行月臺(淡水信義線),淡水信義線,25.057575,121.520685,,,0,054,Asia/Taipei,1,一
R12_DN,R12,雙連-下行月臺(淡水信義線),淡水信義線,25.057575,121.520685,,,0,054,Asia/Taipei,1,二
R12_Exit 1,R12,1,淡水信義線,25.057499,121.520588,,,2,054,Asia/Taipei,0,
R12_Exit 2,R12,2,淡水信義線,25.057825,121.520615,,,2,054,Asia/Taipei,1,
056,R14,圓山,淡水信義線,25.0714085,121.520074,,,1,,Asia/Taipei,1,
R14_UP,R14,圓山-上行月臺(淡水信義線),淡水信義線,25.0714085,121.520074,,,0,056,Asia/Taipei,1,一
R14_DN,R14,圓山-下行月臺(淡水信義線),淡水信義線,25.0714085,121.520074,,,0,056,Asia/Taipei,1,二
R14_Exit 1,R14,1,淡水信義線,25.070785,121.520033,,,2,056,Asia/Taipei,1,
R14_Exit 2,R14,2,淡水信義線,25.071776,121.520108,,,2,056,Asia/Taipei,1,
057,R15,劍潭,淡水信義線,25.0842015,121.5249545,,,1,,Asia/Taipei,1,
R15_UP,R15,劍潭-上行月臺(淡水信義線),淡水信義線,25.0842015,121.5249545,,,0,057,Asia/Taipei,1,一
R15_DN,R15,劍潭-下行月臺(淡水信義線),淡水信義線,25.0842015,121.5249545,,,0,057,Asia/Taipei,1,二
R15_Exit 1,R15,1,淡水信義線,25.08503,121.525175,,,2,057,Asia/Taipei,0,
R15_Exit 2,R15,2,淡水信義線,25.083466,121.524807,,,2,057,Asia/Taipei,1,
R15_Exit 3,R15,3,淡水信義線,25.084284,121.52496,,,2,057,Asia/Taipei,1,
058,R16,士林,淡水信義線,25.0934925,121.52623,,,1,,Asia/Taipei,1,
R16_UP,R16,士林-上行月臺(淡水信義線),淡水信義線,25.0934925,121.52623,,,0,058,Asia/Taipei,1,一
R16_DN,R16,士林-下行月臺(淡水信義線),淡水信義線,25.0934925,121.52623,,,0,058,Asia/Taipei,1,二
R16_Exit 1,R16,1,淡水信義線,25.094106,121.525966,,,2,058,Asia/Taipei,1,
R16_Exit 2,R16,2,淡水信義線,25.092901,121.526433,,,2,058,Asia/Taipei,1,
059,R17,芝山,淡水信義線,25.102718,121.522546,,,1,,Asia/Taipei,1,
R17_UP,R17,芝山-上行月臺(淡水信義線),淡水信義線,25.102718,121.522546,,,0,059,Asia/Taipei,1,一
R17_DN,R17,芝山-下行月臺(淡水信義線),淡水信義線,25.102718,121.522546,,,0,059,Asia/Taipei,1,二
R17_Exit 1,R17,1,淡水信義線,25.102046,121.522636,,,2,059,Asia/Taipei,1,
R17_Exit 2,R17,2,淡水信義線,25.103804,121.522356,,,2,059,Asia/Taipei,1,
060,R18,明德,淡水信義線,25.109815,121.518785,,,1,,Asia/Taipei,1,
R18_UP,R18,明德-上行月臺(淡水信義線),淡水信義線,25.109815,121.518785,,,0,060,Asia/Taipei,1,一
R18_DN,R18,明德-下行月臺(淡水信義線),淡水信義線,25.109815,121.518785,,,0,060,Asia/Taipei,1,二
R18_Exit 1,R18,1,淡水信義線,25.109298,121.519153,,,2,060,Asia/Taipei,1,
R18_Exit 2,R18,2,淡水信義線,25.110008,121.518728,,,2,060,Asia/Taipei,1,
R18_Exit 3,R18,3,淡水信義線,25.110163,121.518495,,,2,060,Asia/Taipei,1,
061,R19,石牌,淡水信義線,25.114455,121.515572,,,1,,Asia/Taipei,1,
R19_UP,R19,石牌-上行月臺(淡水信義線),淡水信義線,25.114455,121.515572,,,0,061,Asia/Taipei,1,一
R19_DN,R19,石牌-下行月臺(淡水信義線),淡水信義線,25.114455,121.515572,,,0,061,Asia/Taipei,1,二
R19_Exit 1,R19,1,淡水信義線,25.115007,121.515171,,,2,061,Asia/Taipei,1,
R19_Exit 2,R19,2,淡水信義線,25.113602,121.516205,,,2,061,Asia/Taipei,1,
062,R20,唭哩岸,淡水信義線,25.1208515,121.506234,,,1,,Asia/Taipei,1,
R20_UP,R20,唭哩岸-上行月臺(淡水信義線),淡水信義線,25.1208515,121.506234,,,0,062,Asia/Taipei,1,一
R20_DN,R20,唭哩岸-下行月臺(淡水信義線),淡水信義線,25.1208515,121.506234,,,0,062,Asia/Taipei,1,二
R20_Exit 1,R20,1,淡水信義線,25.120673,121.506987,,,2,062,Asia/Taipei,1,
R20_Exit 2,R20,2,淡水信義線,25.120854,121.50589,,,2,062,Asia/Taipei,1,
063,R21,奇岩,淡水信義線,25.1254705,121.50114,,,1,,Asia/Taipei,1,
R21_UP,R21,奇岩-上行月臺(淡水信義線),淡水信義線,25.1254705,121.50114,,,0,063,Asia/Taipei,1,一
R21_DN,R21,奇岩-下行月臺(淡水信義線),淡水信義線,25.1254705,121.50114,,,0,063,Asia/Taipei,1,二
R21_Single Exit,R21,單一,淡水信義線,25.126169,121.50096,,,2,063,Asia/Taipei,1,
064,R22,北投,淡水信義線,25.1318185,121.4986475,,,1,,Asia/Taipei,1,
R22_UP,R22,北投-上行月臺(淡水信義線),淡水信義線,25.1318185,121.4986475,,,0,064,Asia/Taipei,1,一
R22_DN,R22,北投-下行月臺(淡水信義線),淡水信義線,25.1318185,121.4986475,,,0,064,Asia/Taipei,1,二、三
R22_UPA,R22,北投-往新北投月臺(淡水信義線),淡水信義線,25.1318185,121.4986475,,,0,064,Asia/Taipei,1,四
R22_Exit 1,R22,1,淡水信義線,25.132316,121.49824,,,2,064,Asia/Taipei,1,
R22_Exit 2,R22,2,淡水信義線,25.1310726,121.4992307,,,2,064,Asia/Taipei,1,
065,R22A,新北投,淡水信義線,25.1369315,121.5025955,,,1,,Asia/Taipei,1,
R22A_UP,R22A,新北投-上行月臺(淡水信義線),淡水信義線,25.1369315,121.5025955,,,0,065,Asia/Taipei,1,一
R22A_DN,R22A,新北投-下行月臺(淡水信義線),淡水信義線,25.1369315,121.5025955,,,0,065,Asia/Taipei,1,二
R22A_Exit 1,R22A,1,淡水信義線,25.136968,121.503524,,,2,065,Asia/Taipei,1,
R22A_Exit 2,R22A,2,淡水信義線,25.136834,121.502455,,,2,065,Asia/Taipei,0,
066,R23,復興崗,淡水信義線,25.137497,121.485456,,,1,,Asia/Taipei,1,
R23_UP,R23,復興崗-上行月臺(淡水信義線),淡水信義線,25.137497,121.485456,,,0,066,Asia/Taipei,1,一
R23_DN,R23,復興崗-下行月臺(淡水信義線),淡水信義線,25.137497,121.485456,,,0,066,Asia/Taipei,1,二
R23_Exit 1,R23,1,淡水信義線,25.137665,121.485373,,,2,066,Asia/Taipei,1,
R23_Exit 2,R23,2,淡水信義線,25.137325,121.485159,,,2,066,Asia/Taipei,1,
067,R24,忠義,淡水信義線,25.1309225,121.4732975,,,1,,Asia/Taipei,1,
R24_UP,R24,忠義-上行月臺(淡水信義線),淡水信義線,25.1309225,121.4732975,,,0,067,Asia/Taipei,1,一
R24_DN,R24,忠義-下行月臺(淡水信義線),淡水信義線,25.1309225,121.4732975,,,0,067,Asia/Taipei,1,二
R24_Exit 1,R24,1,淡水信義線,25.131056,121.473169,,,2,067,Asia/Taipei,1,
R24_Exit 2,R24,2,淡水信義線,25.130905,121.473657,,,2,067,Asia/Taipei,1,
068,R25,關渡,淡水信義線,25.12551,121.467,,,1,,Asia/Taipei,1,
R25_UP,R25,關渡-上行月臺(淡水信義線),淡水信義線,25.12551,121.467,,,0,068,Asia/Taipei,1,一
R25_DN,R25,關渡-下行月臺(淡水信義線),淡水信義線,25.12551,121.467,,,0,068,Asia/Taipei,1,二
R25_Exit 1,R25,1,淡水信義線,25.125431,121.467215,,,2,068,Asia/Taipei,1,
R25_Exit 2,R25,2,淡水信義線,25.12547,121.466861,,,2,068,Asia/Taipei,1,
069,R26,竹圍,淡水信義線,25.1369,121.45955,,,1,,Asia/Taipei,1,
R26_UP,R26,竹圍-上行月臺(淡水信義線),淡水信義線,25.1369,121.45955,,,0,069,Asia/Taipei,1,一
R26_DN,R26,竹圍-下行月臺(淡水信義線),淡水信義線,25.1369,121.45955,,,0,069,Asia/Taipei,1,二
R26_Exit 1,R26,1,淡水信義線,25.136971,121.459726,,,2,069,Asia/Taipei,1,
R26_Exit 2,R26,2,淡水信義線,25.136854,121.459383,,,2,069,Asia/Taipei,1,
070,R27,紅樹林,淡水信義線,25.15399,121.4588,,,1,,Asia/Taipei,1,
R27_UP,R27,紅樹林-上行月臺(淡水信義線),淡水信義線,25.15399,121.4588,,,0,070,Asia/Taipei,1,一
R27_DN,R27,紅樹林-下行月臺(淡水信義線),淡水信義線,25.15399,121.4588,,,0,070,Asia/Taipei,1,二
R27_Exit 1,R27,1,淡水信義線,25.154137,121.459039,,,2,070,Asia/Taipei,1,
R27_Exit 2,R27,2,淡水信義線,25.153831,121.458583,,,2,070,Asia/Taipei,1,
071,R28,淡水,淡水信義線,25.167745,121.445805,,,1,,Asia/Taipei,1,
R28_UP,R28,淡水-上行月臺(淡水信義線),淡水信義線,25.167745,121.445805,,,0,071,Asia/Taipei,1,一
R28_DN,R28,淡水-下行月臺(淡水信義線),淡水信義線,25.167745,121.445805,,,0,071,Asia/Taipei,1,二
R28_Exit 1,R28,1,淡水信義線,25.168084,121.445355,,,2,071,Asia/Taipei,1,
R28_Exit 2,R28,2,淡水信義線,25.167577,121.445988,,,2,071,Asia/Taipei,0,
R28_Exit 3,R28,3,淡水信義線,25.167601,121.445573,,,2,071,Asia/Taipei,0,
019,BR01,動物園,文湖線,24.998205,121.579501,,,1,,Asia/Taipei,1,
BR01_UP,BR01,動物園-上行月臺(文湖線),文湖線,24.998205,121.579501,,,0,019,Asia/Taipei,1,一
BR01_DN,BR01,動物園-下行月臺(文湖線),文湖線,24.998205,121.579501,,,0,019,Asia/Taipei,1,一
BR01_Exit 1,BR01,1,文湖線,24.99825,121.579916,,,2,019,Asia/Taipei,1,
BR01_Exit 2,BR01,2,文湖線,24.997948,121.579417,,,2,019,Asia/Taipei,1,
018,BR02,木柵,文湖線,24.99824,121.573127,,,1,,Asia/Taipei,1,
BR02_UP,BR02,木柵-上行月臺(文湖線),文湖線,24.99824,121.573127,,,0,018,Asia/Taipei,1,一
BR02_DN,BR02,木柵-下行月臺(文湖線),文湖線,24.99824,121.573127,,,0,018,Asia/Taipei,1,二
BR02_Single Exit,BR02,單一,文湖線,24.998174,121.573417,,,2,018,Asia/Taipei,1,
017,BR03,萬芳社區,文湖線,24.99857,121.568088,,,1,,Asia/Taipei,1,
BR03_UP,BR03,萬芳社區-上行月臺(文湖線),文湖線,24.99857,121.568088,,,0,017,Asia/Taipei,1,一
BR03_DN,BR03,萬芳社區-下行月臺(文湖線),文湖線,24.99857,121.568088,,,0,017,Asia/Taipei,1,二
BR03_Single Exit,BR03,單一,文湖線,24.99858,121.568409,,,2,017,Asia/Taipei,1,
016,BR04,萬芳醫院,文湖線,24.99932,121.558092,,,1,,Asia/Taipei,1,
BR04_UP,BR04,萬芳醫院-上行月臺(文湖線),文湖線,24.99932,121.558092,,,0,016,Asia/Taipei,1,一
BR04_DN,BR04,萬芳醫院-下行月臺(文湖線),文湖線,24.99932,121.558092,,,0,016,Asia/Taipei,1,二
BR04_Single Exit,BR04,單一,文湖線,24.999383,121.557737,,,2,016,Asia/Taipei,1,
015,BR05,辛亥,文湖線,25.005455,121.5570455,,,1,,Asia/Taipei,1,
BR05_UP,BR05,辛亥-上行月臺(文湖線),文湖線,25.005455,121.5570455,,,0,015,Asia/Taipei,1,一
BR05_DN,BR05,辛亥-下行月臺(文湖線),文湖線,25.005455,121.5570455,,,0,015,Asia/Taipei,1,二
BR05_Single Exit,BR05,單一,文湖線,25.005119,121.557021,,,2,015,Asia/Taipei,1,
014,BR06,麟光,文湖線,25.018495,121.5588335,,,1,,Asia/Taipei,1,
BR06_UP,BR06,麟光-上行月臺(文湖線),文湖線,25.018495,121.5588335,,,0,014,Asia/Taipei,1,一
BR06_DN,BR06,麟光-下行月臺(文湖線),文湖線,25.018495,121.5588335,,,0,014,Asia/Taipei,1,二
BR06_Single Exit,BR06,單一,文湖線,25.018554,121.558606,,,2,014,Asia/Taipei,1,
013,BR07,六張犁,文湖線,25.02381,121.55302,,,1,,Asia/Taipei,1,
BR07_UP,BR07,六張犁-上行月臺(文湖線),文湖線,25.02381,121.55302,,,0,013,Asia/Taipei,1,一
BR07_DN,BR07,六張犁-下行月臺(文湖線),文湖線,25.02381,121.55302,,,0,013,Asia/Taipei,1,二
BR07_Single Exit,BR07,單一,文湖線,25.023852,121.552737,,,2,013,Asia/Taipei,1,
012,BR08,科技大樓,文湖線,25.02612,121.5434615,,,1,,Asia/Taipei,1,
BR08_UP,BR08,科技大樓-上行月臺(文湖線),文湖線,25.02612,121.5434615,,,0,012,Asia/Taipei,1,一
BR08_DN,BR08,科技大樓-下行月臺(文湖線),文湖線,25.02612,121.5434615,,,0,012,Asia/Taipei,1,二
BR08_Single Exit,BR08,單一,文湖線,25.026154,121.543636,,,2,012,Asia/Taipei,1,
008,BR12,中山國中,文湖線,25.06085,121.544215,,,1,,Asia/Taipei,1,
BR12_UP,BR12,中山國中-上行月臺(文湖線),文湖線,25.06085,121.544215,,,0,008,Asia/Taipei,1,一
BR12_DN,BR12,中山國中-下行月臺(文湖線),文湖線,25.06085,121.544215,,,0,008,Asia/Taipei,1,二
BR12_Single Exit,BR12,單一,文湖線,25.060889,121.544031,,,2,008,Asia/Taipei,1,
007,BR13,松山機場,文湖線,25.0629075,121.55201,,,1,,Asia/Taipei,1,
BR13_UP,BR13,松山機場-上行月臺(文湖線),文湖線,25.0629075,121.55201,,,0,007,Asia/Taipei,1,一
BR13_DN,BR13,松山機場-下行月臺(文湖線),文湖線,25.0629075,121.55201,,,0,007,Asia/Taipei,1,二
BR13_Exit 1,BR13,1,文湖線,25.063717,121.552335,,,2,007,Asia/Taipei,1,
BR13_Exit 2,BR13,2,文湖線,25.063673,121.551294,,,2,007,Asia/Taipei,1,
BR13_Exit 3,BR13,3,文湖線,25.062923,121.552241,,,2,007,Asia/Taipei,1,
021,BR14,大直,文湖線,25.07943,121.54679,,,1,,Asia/Taipei,1,
BR14_UP,BR14,大直-上行月臺(文湖線),文湖線,25.07943,121.54679,,,0,021,Asia/Taipei,1,一
BR14_DN,BR14,大直-下行月臺(文湖線),文湖線,25.07943,121.54679,,,0,021,Asia/Taipei,1,二
BR14_Exit 1,BR14,1,文湖線,25.080118,121.547104,,,2,021,Asia/Taipei,1,
BR14_Exit 2,BR14,2,文湖線,25.079584,121.546823,,,2,021,Asia/Taipei,0,
BR14_Exit 3,BR14,3,文湖線,25.07931,121.546901,,,2,021,Asia/Taipei,1,
022,BR15,劍南路,文湖線,25.08483,121.5555825,,,1,,Asia/Taipei,1,
BR15_UP,BR15,劍南路-上行月臺(文湖線),文湖線,25.08483,121.5555825,,,0,022,Asia/Taipei,1,一
BR15_DN,BR15,劍南路-下行月臺(文湖線),文湖線,25.08483,121.5555825,,,0,022,Asia/Taipei,1,二
BR15_Exit 1,BR15,1,文湖線,25.085174,121.555226,,,2,022,Asia/Taipei,1,
BR15_Exit 2,BR15,2,文湖線,25.084754,121.555097,,,2,022,Asia/Taipei,1,
BR15_Exit 3,BR15,3,文湖線,25.084484,121.556098,,,2,022,Asia/Taipei,0,
023,BR16,西湖,文湖線,25.08216,121.567227,,,1,,Asia/Taipei,1,
BR16_UP,BR16,西湖-上行月臺(文湖線),文湖線,25.08216,121.567227,,,0,023,Asia/Taipei,1,一
BR16_DN,BR16,西湖-下行月臺(文湖線),文湖線,25.08216,121.567227,,,0,023,Asia/Taipei,1,二
BR16_Exit 1,BR16,1,文湖線,25.082339,121.566647,,,2,023,Asia/Taipei,1,
BR16_Exit 2,BR16,2,文湖線,25.082023,121.567141,,,2,023,Asia/Taipei,1,
024,BR17,港墘,文湖線,25.08007,121.57516,,,1,,Asia/Taipei,1,
BR17_UP,BR17,港墘-上行月臺(文湖線),文湖線,25.08007,121.57516,,,0,024,Asia/Taipei,1,一
BR17_DN,BR17,港墘-下行月臺(文湖線),文湖線,25.08007,121.57516,,,0,024,Asia/Taipei,1,二
BR17_Exit 1,BR17,1,文湖線,25.080152,121.57556,,,2,024,Asia/Taipei,1,
BR17_Exit 2,BR17,2,文湖線,25.080065,121.574704,,,2,024,Asia/Taipei,1,
025,BR18,文德,文湖線,25.078455,121.5849995,,,1,,Asia/Taipei,1,
BR18_UP,BR18,文德-上行月臺(文湖線),文湖線,25.078455,121.5849995,,,0,025,Asia/Taipei,1,一
BR18_DN,BR18,文德-下行月臺(文湖線),文湖線,25.078455,121.5849995,,,0,025,Asia/Taipei,1,二
BR18_Exit 1,BR18,1,文湖線,25.078671,121.58564,,,2,025,Asia/Taipei,1,
BR18_Exit 2,BR18,2,文湖線,25.078408,121.58447,,,2,025,Asia/Taipei,1,
026,BR19,內湖,文湖線,25.083675,121.594363,,,1,,Asia/Taipei,1,
BR19_UP,BR19,內湖-上行月臺(文湖線),文湖線,25.083675,121.594363,,,0,026,Asia/Taipei,1,一
BR19_DN,BR19,內湖-下行月臺(文湖線),文湖線,25.083675,121.594363,,,0,026,Asia/Taipei,1,二
BR19_Exit 1,BR19,1,文湖線,25.083745,121.594266,,,2,026,Asia/Taipei,1,
BR19_Exit 2,BR19,2,文湖線,25.083636,121.594612,,,2,026,Asia/Taipei,1,
027,BR20,大湖公園,文湖線,25.083805,121.602214,,,1,,Asia/Taipei,1,
BR20_UP,BR20,大湖公園-上行月臺(文湖線),文湖線,25.083805,121.602214,,,0,027,Asia/Taipei,1,一
BR20_DN,BR20,大湖公園-下行月臺(文湖線),文湖線,25.083805,121.602214,,,0,027,Asia/Taipei,1,二
BR20_Exit 1,BR20,1,文湖線,25.083894,121.602377,,,2,027,Asia/Taipei,1,
BR20_Exit 2,BR20,2,文湖線,25.083675,121.60221,,,2,027,Asia/Taipei,1,
028,BR21,葫洲,文湖線,25.07271,121.6071455,,,1,,Asia/Taipei,1,
BR21_UP,BR21,葫洲-上行月臺(文湖線),文湖線,25.07271,121.6071455,,,0,028,Asia/Taipei,1,一
BR21_DN,BR21,葫洲-下行月臺(文湖線),文湖線,25.07271,121.6071455,,,0,028,Asia/Taipei,1,二
BR21_Exit 1,BR21,1,文湖線,25.072638,121.608047,,,2,028,Asia/Taipei,1,
BR21_Exit 2,BR21,2,文湖線,25.072534,121.607197,,,2,028,Asia/Taipei,1,
029,BR22,東湖,文湖線,25.067455,121.611535,,,1,,Asia/Taipei,1,
BR22_UP,BR22,東湖-上行月臺(文湖線),文湖線,25.067455,121.611535,,,0,029,Asia/Taipei,1,一
BR22_DN,BR22,東湖-下行月臺(文湖線),文湖線,25.067455,121.611535,,,0,029,Asia/Taipei,1,二
BR22_Exit 1,BR22,1,文湖線,25.067218,121.611129,,,2,029,Asia/Taipei,1,
BR22_Exit 2,BR22,2,文湖線,25.067111,121.611239,,,2,029,Asia/Taipei,1,
BR22_Exit 3,BR22,3,文湖線,25.067053,121.611724,,,2,029,Asia/Taipei,1,
030,BR23,南港軟體園區,文湖線,25.05992,121.615,,,1,,Asia/Taipei,1,
BR23_UP,BR23,南港軟體園區-上行月臺(文湖線),文湖線,25.05992,121.615,,,0,030,Asia/Taipei,1,一
BR23_DN,BR23,南港軟體園區-下行月臺(文湖線),文湖線,25.05992,121.615,,,0,030,Asia/Taipei,1,二
BR23_Exit 1,BR23,1,文湖線,25.059995,121.615817,,,2,030,Asia/Taipei,1,
BR23_Exit 2,BR23,2,文湖線,25.059883,121.616091,,,2,030,Asia/Taipei,1,
